StoreId,CompleteStoreName,FoodType,AverageRating,Reviewers,City,HasReviews,RatingForAnalysis
bdzv,Est by Grand Castella - SM Aura Premier,Asian,5.0,79,Taguig City,True,5.0
bech,California Pizza Kitchen - Poblacion,Pizza,4.9,38,Makati City,True,4.9
becm,Yugimo Japanese Restaurant - Mckinley,Sushi,4.9,26,Taguig City,True,4.9
bed1,Bored N Hungry - Public Eatery at Robinsons Magnolia,Burgers,0.0,0,Quezon City,False,
bedp,TEA + BAR - New Era Univeristy,Fruit Shake,0.0,0,Quezon City,False,
beee,Cake's by Jam Cafe',Desserts,0.0,0,Davao City Davao Del Sur,False,
begf,Cha Tuk Chak - Pembo,Milk Tea,5.0,3725,Makati City,True,5.0
beug,Aunt Mango - Karangalan Village,Fruit Shake,4.9,153,Pasig City,True,4.9
bewo,HIS Cup - Maa,Milk Tea,0.0,0,Davao City Davao Del Sur,False,
bf01,369 Foodhub - Dalisay St Bacood,Fast Food,0.0,0,Manila,False,
bf19,Jia's Samgyup Store - North Fairview,Korean,4.9,188,Quezon City,True,4.9
bf48,Scorched Smokehouse - SM City Manila,Western,5.0,151,Manila,True,5.0
bfls,Conti's Bakeshop and Restaurant - Trinoma,Cakes,5.0,255,Quezon City,True,5.0
bfrm,24/7 Eats - Manila,American,5.0,2417,Manila,True,5.0
bfru,Yoshinoya - SM North Edsa,Japanese,5.0,584,Quezon City,True,5.0
bfvs,Breakfast Club - South Triangle,Filipino,5.0,813,Quezon City,True,5.0
bfzh,Sochie Cloud Kitchen - Quezon City,Asian,0.0,0,Quezon City,False,
bfzp,Daily by Bo's Coffee - Pueblo Verde,Coffee,5.0,1172,Lapu-Lapu City Cebu,True,5.0
bg4k,Eat Sulit - Pasay,Chicken,4.9,745,Pasay City,True,4.9
bg7m,The Country Chef - Pasay,Filipino,0.0,0,Pasay City,False,
bg7p,PizzaRito - Catalunan Pequeño,Pizza,4.9,13,Davao City Davao Del Sur,True,4.9
bgmk,Fiore Petalo Flower & Cafe,Asian,5.0,135,Quezon City,True,5.0
bgnt,Ally Mango - Ayala Center Cebu,Fruit Shake,5.0,508,Cebu City,True,5.0
bgpo,Conti's Take Out Nook - Ayala Malls Marikina,Cakes,5.0,724,Marikina,True,5.0
bguc,Sofia's Garden - Santa Mesa Heights,Filipino,0.0,0,Quezon City,False,
bgvj,SSOB Takoyaki - Sta. Isabel Malolos,Takoyaki,0.0,0,Malolos Bulacan,False,
bgvp,Whynot Coffee PH - Scout Tobias,Coffee,0.0,0,Quezon City,False,
bgw5,Pastilan Ninyo! - Sa Obrero,Filipino,4.7,30,Davao City Davao Del Sur,True,4.7
bh3y,Hidden Vietnam - Concepcion Dos,Noodles,5.0,458,Marikina,True,5.0
bh4s,Asante Cafe,Filipino,0.0,0,Manila,False,
bh5w,Draft Coffee by Lew's - Narra,Beverages,5.0,23,Marikina,True,5.0
bh86,Sutukil by the Bay - SM Seaside,Filipino,5.0,89,Cebu City,True,5.0
bh8w,kottu republic,Asian,0.0,0,Makati City,False,
bhdz,Ulam Delights - Granada Street,Filipino,5.0,63,San Juan,True,5.0
bhgv,Gelightfull To Go - Basak,Silog,0.0,0,Lapu-Lapu City Cebu,False,
bhjs,Nomikashi - Regalado Highway,Japanese,0.0,0,Quezon City,False,
bhkp,Kusinerong Pinoy Restaurant - Sacred Heart Street,Filipino,5.0,24,Makati City,True,5.0
bhmz,Jepoy's Kitchen - Toril,Filipino,5.0,38,Davao City Davao Del Sur,True,5.0
bhnn,Q-Cafe- Metro Supermarket,Western,4.3,61,Cebu City,True,4.3
bhqw,Elastea Food House - Mandaluyong,Asian,4.9,22,Mandaluyong City,True,4.9
bhsz,Denny's - Estancia,American,0.0,0,Pasig City,False,
bhyy,Recovery Food - Alabang Town Center,Filipino,5.0,269,Muntinlupa City,True,5.0
bi2n,Modern Shanghai - Ayala Fairview Terraces,Chinese,0.0,0,Quezon City,False,
bi56,Ato coffee,Beverages,0.0,0,Cebu City,False,
bi6n,Tulum Tacos Etc. - Taguig,Wraps,4.8,26,Taguig City,True,4.8
bi9w,Takoyadon - SM Center Muntinlupa,Takoyaki,5.0,155,Muntinlupa City,True,5.0
bi9z,Slice Cafe - Tuktukan,Cakes,5.0,225,Taguig City,True,5.0
bias,CYO Charcoal Grilled Hotdog & Burgers - Zobel,Burgers,4.9,461,Manila,True,4.9
bigm,Lugaw Republic - Teresa Sta Mesa,Porridge,4.9,194,Manila,True,4.9
biiy,Chatime - MOA Square,Beverages,0.0,0,Pasay City,False,
bila,Comffee - Comffee Internet Cafe,Coffee,0.0,0,Quezon City,False,
bimk,KOI Thé - Trinoma,Beverages,5.0,23,Quezon City,True,5.0
bimo,Moonleaf - Cityland Makati,Milk Tea,4.9,125,Makati City,True,4.9
biok,OldTown White Coffee - Venice Grand Canal Mall,Coffee,0.0,0,Taguig City,False,
biop,Eat Sulit - BGC,Rice Bowl,5.0,322,Taguig City,True,5.0
bito,Best Bites Boneless Fried Chicken - Bagong Ilog C5,Fried Chicken,4.6,52,Pasig City,True,4.6
bixu,Nam Manok - Deca Tacunan,Fried Chicken,5.0,28,Davao City Davao Del Sur,True,5.0
bj2c,Ling Nam Fried Siopao - E Rodriguez Sr Avenue,Chinese,5.0,148,Quezon City,True,5.0
bj5a,Le Katsu Mnl - Robinsons Fuente,Japanese,4.9,11,Cebu City,True,4.9
bj5b,Kettle Korn - SM Davao,Snacks,4.9,71,Davao City Davao Del Sur,True,4.9
bj5t,24 Chicken - Phoenix Petroleum,Fried Chicken,5.0,7538,Pasay City,True,5.0
bj66,Cafe Mary Grace - Podium,Cakes,5.0,21,Mandaluyong City,True,5.0
bj71,Great Greens: Salad & Grains - Ortigas,Salads,0.0,0,Mandaluyong City,False,
bj8i,Gourmet Silog - South Signal Village,Silog,4.9,171,Taguig City,True,4.9
bj9c,Pandan Asian Cafe - Tomas Morato,Asian,5.0,45,Quezon City,True,5.0
bjdw,Master Shake - New Era,Fruit Shake,0.0,0,Quezon City,False,
bjdy,PICKUP COFFEE - Jetti Mindanao Ave,Coffee,5.0,33,Quezon City,True,5.0
bjei,Monstakoyaki - Tolentino Street,Takoyaki,5.0,99,Quezon City,True,5.0
bjhu,Momshie and Jon’s Eatery - Rodriguez Street,Filipino,4.9,478,Manila,True,4.9
bjky,Mango Royal Milkshake - Murphy Socorro,Fruit Shake,5.0,21,Quezon City,True,5.0
bjrv,Saffron Plates - The Mezzanine,Indian,4.6,14,Makati City,True,4.6
bjss,R&B Milk Tea - Greenhills,Milk Tea,4.9,26,San Juan,True,4.9
bjvf,Clout Coffee - Timog Ave,Coffee,0.0,0,Quezon City,False,
bjxl,Cravy - Banawe Street,Chicken Wings,0.0,0,Quezon City,False,
bjyo,Flour Magic Cakery,Cakes,4.9,17,Manila,True,4.9
bk02,Choose 1 Tapsihan - Malibay,Filipino,5.0,62,Pasay City,True,5.0
bk1b,Hen Lin - Puregold Maunlad,Indian,0.0,0,Malolos Bulacan,False,
bkhv,Frito Iloko - Villamor,Filipino,0.0,0,Pasay City,False,
bknh,Trining's Kitchen Stories,Filipino,0.0,0,Marikina,False,
bknu,KKOPI.Tea - 4th District,Beverages,0.0,0,Taguig City,False,
bkre,Blessed Bhiestro - Pasay,Italian,5.0,465,Pasay City,True,5.0
bky0,Eataewon - SM Fairview,Korean,0.0,0,Quezon City,False,
bl1t,Big Daddy's Cup - PUP Sta Mesa,Rice Bowl,0.0,0,Manila,False,
bl1w,K-Egg - Manuguit Tondo,Sandwiches,0.0,0,Manila,False,
bl1y,Chewsarap - Masangkay,Rice Bowl,4.9,15,Manila,True,4.9
bl4j,Daily By Bo's Coffee - Three World Square,Coffee,5.0,1062,Taguig City,True,5.0
bl53,Doloras Hauz of Pancit Malabon - Dian Street,Pancit,5.0,146,Manila,True,5.0
bl6p,99 Peso Sulit Chicken - Pasay,Chicken,5.0,6882,Manila,True,5.0
bl77,ShareTea - Ramada Hotel,Milk Tea,5.0,249,Manila,True,5.0
blyn,Hen Lin - Shell C5 Southlink,Siomai,4.8,22,Pasay City,True,4.8
bm7o,RMD Shawarma House - Amado,Indian,4.8,143,Dagupan Pangasinan,True,4.8
bms0,Takoyaki Master 24 Hours - Bangkal,Takoyaki,4.7,677,Makati City,True,4.7
bmso,Chick 'n Juicy - Zamora Street,Chicken,5.0,420,Quezon City,True,5.0
bmzg,Kape Ilokano - SMDC Trees Residences,Coffee,5.0,16,Quezon City,True,5.0
bn03,"Apollo's (Baked Sushi, etc.) - Bangkal",Snacks,0.0,0,Davao City Davao Del Sur,False,
bngf,Goldilocks - Valencia Highway,Cakes,5.0,377,Valencia Bukidnon,True,5.0
bnjk,Kuy's Coffee and Milktea - Cyberpark 2,Coffee,0.0,0,Quezon City,False,
bnrp,Ray's Chicken - Venice Grand Mall,Chicken,4.9,55,Taguig City,True,4.9
bnvr,Mondae Australian Yogurt - The One De Torre Santo Tomas,Desserts,4.9,62,Manila,True,4.9
bnzk,Super Chicken Tenders - Tarlac,Chicken,5.0,112,Taguig City,True,5.0
bo0v,Te'Amo Cafe - Hotel One,American,5.0,28,Cebu City,True,5.0
bo3d,Caffein8 - CIT University,Filipino,0.0,0,Cebu City,False,
bo80,Pino - Talamban,Ulam,4.9,19,Cebu City,True,4.9
bo8b,Chicken Chingu - NU Mall of Asia,Fried Chicken,5.0,520,Pasay City,True,5.0
bob1,Isla's Food Hub,Fast Food,0.0,0,Mandaluyong City,False,
bofl,Vanilla Dairy,Ice Cream,0.0,0,Cebu City,False,
boiu,Taco Bell - Ayala Circuit,American,5.0,624,Makati City,True,5.0
boku,Uncle John's - GA Tower,Fried Chicken,4.8,84,Mandaluyong City,True,4.8
bold,Pares Point Diner - 65 A Eastway Drive,Filipino,5.0,48,Marikina,True,5.0
bopt,Cassava Cafe - Pontiac Street,Beverages,0.0,0,Quezon City,False,
bovz,J.CO Donuts & Coffee - Paseo Center,Donut,5.0,2889,Makati City,True,5.0
box8,Coffee Project - Agro,Coffee,5.0,31,Muntinlupa City,True,5.0
boya,Dencio's - Forbestown,Filipino,4.6,56,Taguig City,True,4.6
bp24,Oye Cafe - Doña Vicenta Village,Coffee,4.9,17,Davao City Davao Del Sur,True,4.9
bp2m,SANTOTITO'S - Tomas Morato,Filipino,0.0,0,Quezon City,False,
bp4v,Second Floor Restobar - Corner Guzman Obrero,Ulam,0.0,0,Davao City Davao Del Sur,False,
bp64,Tablevibe (pandago) - Taguig,Unknown,0.0,0,Taguig City,False,
bpbn,Omomi Cafe - Mira Nila Homes Gate,Filipino,0.0,0,Quezon City,False,
bpdk,Wildflour Burger - Greenhills,American,4.3,11,San Juan,True,4.3
bphe,Master Siomai - Southgate Mall,Chinese,0.0,0,Makati City,False,
bpil,Bayani Busog Bowls - Roosevelt Munoz Avenue,Filipino,0.0,0,Quezon City,False,
bpjy,CYMA - Robinsons Magnolia,Western,0.0,0,Quezon City,False,
bpk1,Ssob Takoyaki BUY 1 TAKE 1 - Malolos Commercial Building,Takoyaki,4.9,148,Malolos Bulacan,True,4.9
bpqb,Happilee Korean Kitchen - GH Mall,Korean,5.0,48,San Juan,True,5.0
bpuz,Mango HeyHey - Concepcion,Fruit Shake,0.0,0,Marikina,False,
bq9v,Samgyup Grab n' Go - Taguig,Korean,5.0,132,Taguig City,True,5.0
bqar,Big Mummy's Express - Putatan,Indian,4.9,191,Muntinlupa City,True,4.9
bqew,Punjabi Town Restaurant - Gahol Avenue,Biryani,4.5,269,Davao City Davao Del Sur,True,4.5
bqn1,Liang Crispy Roll - Banawe,Asian,4.8,62,Quezon City,True,4.8
bqn2,Amigo's Food Hub,Filipino,0.0,0,Makati City,False,
bqpm,Korean Street Food - Cliffpoint square,Rice Bowl,4.8,183,Pasig City,True,4.8
bqq7,BABs Resto,Filipino,0.0,0,Koronadal South Cotabato,False,
bqth,Olive Garden - Glorietta,American,0.0,0,Makati City,False,
bqvz,Ate Rica's Bacsilog - Arcovia,Rice Bowl,5.0,10,Pasig City,True,5.0
bqye,Baka Naman - Sandawa,Lechon,0.0,0,Davao City Davao Del Sur,False,
bqz1,Hap Chan - Market Market,Chinese,5.0,544,Taguig City,True,5.0
bqz7,CRAZY WINGS - DAHLIA FAIRVIEW,Chicken,5.0,406,Quezon City,True,5.0
bqz7,Crazy Wings - GSquare Arcade Building,Chicken,5.0,405,Mandaluyong City,True,5.0
br27,Baliwag Grill & Restaurant - Mercedes Avenue,Filipino,5.0,468,Pasig City,True,5.0
br4k,UNCLE TAPSI in AbacaEats - Vista Mar Mactan,Filipino,0.0,0,Lapu-Lapu City Cebu,False,
br8r,MYO Cafe - Fairview Branch,Silog,4.9,13,Quezon City,True,4.9
br9q,Appa's Bapsang K-Food Kitchen - General Trias,Korean,5.0,500,Manila,True,5.0
brb5,Fale’s Food Hub - Pasay,Sisig,0.0,0,Pasay City,False,
brc8,Cafe Mary Grace - SM City Marikina,Cakes,5.0,76,Marikina,True,5.0
bric,Max's Corner Bakery - Malolos Kapitolyo,Cakes,4.9,19,Malolos Bulacan,True,4.9
brlx,T.F.F - Tarsier Fried Food - O Square 2 Greenhills,Fast Food,0.0,0,San Juan,False,
brtm,Baliwag Lechon Manok at Liempo - San Andres Street 2,Chicken,5.0,642,Pasay City,True,5.0
brxs,DAKS Shawarma by Boys Night Out - Kapitolyo,Shawarma,5.0,133,Pasig City,True,5.0
bscl,Tokyo Tokyo - Q Square Quirino,Japanese,5.0,622,Quezon City,True,5.0
bsdz,Go Gourmand - The Food Market,Silog,4.9,152,Mandaluyong City,True,4.9
bsfq,Max's Corner Bakery - SM City Urdaneta,Cakes,5.0,14,Dagupan Pangasinan,True,5.0
bshu,Tiong Bahru Boneless Hainanese Chicken Rice - Greenhills,Chicken,5.0,51,San Juan,True,5.0
bsix,Sweetie Dots - The Grand Towers Manila,Japanese,0.0,0,Manila,False,
bsj7,Manang Fe BBQ & Grill - Basak,Filipino,4.9,691,Lapu-Lapu City Cebu,True,4.9
bsrt,Inasal Ni Bing - Kwiskpar,Chicken,4.8,13,Cebu City,True,4.8
bsry,Pepa Wings - SM City Davao,Chicken Wings,4.9,82,Davao City Davao Del Sur,True,4.9
bssh,Roppongi 128 - Katipunan Ave,Filipino,0.0,0,Quezon City,False,
bst5,Yong's Satti - Jacinto,Filipino,0.0,0,Davao City Davao Del Sur,False,
bsyz,Sisigman - SSS Village,Filipino,0.0,0,Marikina,False,
bt22,Chooks! - SM Hypermarket MOA,Fried Chicken,4.9,271,Pasay City,True,4.9
btaw,Pinoy Silogan - National Road,Shawarma,0.0,0,Muntinlupa City,False,
btbq,Katsu Sama - Ayala Malls Cloverleaf,Japanese,0.0,0,Quezon City,False,
btce,Tokyo Tokyo FT - Malolos Arc,Japanese,4.9,2865,Malolos Bulacan,True,4.9
btjz,Manokhan Roasters - Matina Aplaya,Chicken,5.0,769,Davao City Davao Del Sur,True,5.0
btp2,Potato Corner - Vibo Place,Fries,5.0,229,Cebu City,True,5.0
btr9,Da'Best Lechon - Pedrol Gil Street,Lechon,4.1,19,Manila,True,4.1
bttl,Zagu - Robinsons Place Malolos,Beverages,5.0,894,Malolos Bulacan,True,5.0
btwf,SKYJ SPORTS CAFE - CAMPA STREET,Filipino,0.0,0,Manila,False,
btxu,Chu Chu Milktea and Takoyaki - Alabang Junction,Milk Tea,5.0,934,Muntinlupa City,True,5.0
bu1n,MOMOYO - Marikina shoe ave,Coffee,5.0,61,Marikina,True,5.0
bu33,Captain Crust - The Mezz,Pizza,5.0,37,Pasig City,True,5.0
bue2,Ahong's Ngohiong - F Ramos Street,Filipino,5.0,33,Cebu City,True,5.0
buly,La Condessa Cafe and Retail Store - Visayas Ave,Coffee,0.0,0,Quezon City,False,
bumt,Ribshack - Mall Ace Centerpoint Koronadal,Fast Food,5.0,954,Koronadal South Cotabato,True,5.0
bust,Big Brew - Caniogan,Milk Tea,5.0,200,Pasig City,True,5.0
bv2s,Shawarma Shack - UN Square,Middle Eastern,4.8,81,Manila,True,4.8
bv9d,Mamila Kitchen - New Era,Salads,0.0,0,Quezon City,False,
bvbc,Tikka Tikka - Welcome Hub,Filipino,4.8,24,Quezon City,True,4.8
bvii,Potato Depot Snack Bar - A Bonifacio Avenue,Fries,5.0,12,Marikina,True,5.0
bvkj,Rice 24 Chicken - Davao City,Chicken,3.8,70,Davao City Davao Del Sur,True,3.8
bvlk,29th Street Burger - Bulihan,Burgers,5.0,407,Malolos Bulacan,True,5.0
bvn7,Gram Cafe and Pancakes - Serendra BGC,Desserts,0.0,0,Taguig City,False,
bvn8,Orange Brutus - Gaisano Country Mall,Rice Bowl,5.0,324,Cebu City,True,5.0
bvt3,Perkspresso Cafe - Vitamer Healthcare Center,Beverages,0.0,0,Davao City Davao Del Sur,False,
bvt6,Karate Kid - CEU,Japanese,4.9,47,Manila,True,4.9
bvy0,Wings & Beans Co. - Pasig Boulevard Extension,Coffee,0.0,0,Pasig City,False,
bvzi,Mama's Brunch Meals - R Landon Extension,Ulam,5.0,60,Cebu City,True,5.0
bw0t,Tako Depot Takoyaki - Sampaloc,Japanese,5.0,11,Manila,True,5.0
bw74,Cafe Mary Grace - Ayala Malls Manila Bay,Cakes,5.0,123,Pasay City,True,5.0
bw8i,Mister Bulalo - Newton Plaza,Bulalo,5.0,21,Manila,True,5.0
bwcr,Gangji Produced Hong Kong Cafe - Manila,Chinese,0.0,0,Manila,False,
bwfr,Candid Coffee - Greenhills Shopping Center,Coffee,0.0,0,San Juan,False,
bwii,Baliwag Lechon Manok at Liempo - Juan Luna Street 1,Chicken,5.0,367,Manila,True,5.0
bwox,DXRT Laboratory - Powerplant Mall,Desserts,0.0,0,Makati City,False,
bwtm,Got Cha Milktea Station - De Guzman St.,Milk Tea,4.9,106,Davao City Davao Del Sur,True,4.9
bwuu,Angel's Pizza - BGC,Pizza,5.0,205,Taguig City,True,5.0
bwxk,The Red Heifer - Maginhawa,Milk Tea,5.0,38,Quezon City,True,5.0
bwzn,CHICHA San Chen - Lucky Chinatown Binondo,Milk Tea,0.0,0,Manila,False,
bx3f,Chef Boy Roaster - Suba,Lechon,0.0,0,Cebu City,False,
bx4g,Yoshinoya - Festival Mall,Japanese,5.0,169,Muntinlupa City,True,5.0
bx5r,Frankie's New York Buffalo Wings - Ayala Malls Feliz,Chicken Wings,5.0,115,Pasig City,True,5.0
bx96,Pizza Hut - Circuit,Pizza,5.0,462,Makati City,True,5.0
bxgn,J.CO Donuts & Coffee - SM Center Dagupan,Donut,5.0,957,Dagupan Pangasinan,True,5.0
bxs8,Mix Eats by Jonies - Gaisano Country Mall,Filipino,0.0,0,Cebu City,False,
bxtp,The Crunch - Signal Village,Fried Chicken,5.0,55,Taguig City,True,5.0
bxtz,MISUTA GYOZA - Market Basket,Japanese,5.0,52,Davao City Davao Del Sur,True,5.0
bxyq,Takoyaken Takoyaki - San Juan Pasay,Snacks,0.0,0,Pasay City,False,
by15,Gugu Manju - Nova Plaza Mall,Desserts,0.0,0,Quezon City,False,
by1z,Jaja’s Pizza - Panacan,Pizza,0.0,0,Davao City Davao Del Sur,False,
by65,Samgyupsalamat Malolos - Calumpit,Korean,4.9,150,Malolos Bulacan,True,4.9
bya9,Boba Mania X JustKitchen - Commonwealth,Milk Tea,4.9,13,Quezon City,True,4.9
byah,Drip & Dip Shawarma Zork's - Anda,Fried Chicken,4.9,269,Davao City Davao Del Sur,True,4.9
bylh,Grainsmart - Republic Avenue,Beverages,0.0,0,Quezon City,False,
bymn,Just Wing It! - City Soho Mall,American,4.8,40,Cebu City,True,4.8
byz5,Balai Pandesal - Montecruz Plaza,Bread,5.0,43,Pasig City,True,5.0
bz4q,Gong Cha - Robinsons Place Valencia,Milk Tea,5.0,443,Valencia Bukidnon,True,5.0
bz83,Mango Magic - Maysilo Circle Boni,Fruit Shake,5.0,140,Mandaluyong City,True,5.0
bz8a,Evan's Goto - P Ocampo,Porridge,0.0,0,Makati City,False,
bz8j,Five Star Chicken - Bangkal Makati,Chicken,4.8,123,Makati City,True,4.8
bz9x,Patty's Bakeshop - Basak,Bread,5.0,111,Lapu-Lapu City Cebu,True,5.0
bzc0,The Pollo Family: Loaded Chicken - Makati,Fried Chicken,4.9,45,Makati City,True,4.9
bzh1,Eyy! Smoothie - New Era,Fruit Shake,0.0,0,Quezon City,False,
bzhp,Shawarma Shack - Base Line Center,Shawarma,5.0,30,Cebu City,True,5.0
bzn1,Dirty Sanchez - Catalunan Pequeño,Wraps,5.0,48,Davao City Davao Del Sur,True,5.0
bzpe,BatchoyHouse328 - LapuLapu,Asian,5.0,160,Lapu-Lapu City Cebu,True,5.0
bzs5,Kanin at Sabaw By Fly Kitchen - N. Domingo,Filipino,5.0,252,Quezon City,True,5.0
bzwa,Great Greens: Salads & Grains - Malolos,Salads,5.0,458,Malolos Bulacan,True,5.0
bzy1,Lounge Cafe - The Block,Coffee,4.8,30,Koronadal South Cotabato,True,4.8
c03c,Neolivbrews - Provident Village,Milk Tea,5.0,85,Marikina,True,5.0
c095,Dunkin' - Gaisano Tisa,Donut,5.0,93,Cebu City,True,5.0
c0am,Boss Paku - Cogon Pardo,Curry,5.0,67,Cebu City,True,5.0
c0ar,Rico's Lechon - Ayala Malls Circuit,Filipino,4.9,148,Makati City,True,4.9
c0cn,Hangry Tuna- Catalunan,Seafood,5.0,163,Davao City Davao Del Sur,True,5.0
c0e0,Gourmet Silog - Leveriza Street,Silog,4.1,15,Manila,True,4.1
c0ft,Egg Bomb - Industria Street,Sandwiches,4.9,647,Pasig City,True,4.9
c0gb,Midnight Tapa - San Antonio Village,Filipino,4.8,1821,Makati City,True,4.8
c0h2,McDonald's - Ormoc Cogon,Fast Food,5.0,4276,Ormoc Leyte,True,5.0
c0ie,Bobbitea Milktea Takoyaki and Snacks - Pasay,Takoyaki,5.0,1091,Pasay City,True,5.0
c0ip,Bornga - Alphaland Makati Place,Korean,5.0,389,Makati City,True,5.0
c0oz,BGC Foodhub - Bonifacio,Snacks,4.6,46,Davao City Davao Del Sur,True,4.6
c0ph,Tanokz Koronadal - Poblacion,Filipino,5.0,309,Koronadal South Cotabato,True,5.0
c0rc,Pizzaderia - Marikina,Pizza,5.0,916,Marikina,True,5.0
c0tm,Pancit Ng Taga Malabon - Quiapo,Pancit,5.0,1091,Manila,True,5.0
c0xe,Sans Rival Cakes and Pastries - Robinsons Magnolia,Pasta,5.0,610,San Juan,True,5.0
c11a,SuperDaddy - G. Tuazon Sampaloc,Beverages,5.0,230,Manila,True,5.0
c124,Sizzling Lord - Espana,Filipino,4.9,11,Manila,True,4.9
c148,Tokyo Milk Cheese Factory - Robinsons Ermita,Cakes,5.0,65,Manila,True,5.0
c192,Let's Wok - Novaliches,Dim Sum,0.0,0,Quezon City,False,
c19i,Gong cha - Glorietta 2,Milk Tea,5.0,240,Makati City,True,5.0
c1aj,Clintoy - Skyline Catalunan,Fried Chicken,4.9,222,Davao City Davao Del Sur,True,4.9
c1b9,Multani’s Masala’p - Robinsons Galleria Ortigas,Biryani,0.0,0,Quezon City,False,
c1ee,Cafe Remedios - EMR Center,Filipino,5.0,181,Koronadal South Cotabato,True,5.0
c1kn,BreadTalk - Century City Mall,Sandwiches,5.0,556,Makati City,True,5.0
c1qf,Cafe France - Asian Hospital,Italian,4.9,66,Muntinlupa City,True,4.9
c1qt,S&R New York Style Pizza - Abreeza Ayala Mall,Pizza,5.0,6855,Davao City Davao Del Sur,True,5.0
c1yv,Sumis Food Crafts - Park Homes,Milk Tea,0.0,0,Muntinlupa City,False,
c22z,Timplang Pinoy: Filipino Eats - Marikina Heights,Filipino,4.8,134,Marikina,True,4.8
c26s,Meggy's Quality First Online Shop - Soliven Street,Filipino,0.0,0,Marikina,False,
c2c1,Mr Beef and Noodles - Mayflower Street,Chinese,0.0,0,Mandaluyong City,False,
c2ck,Home-Style Ulam - Beige Street,Filipino,5.0,121,Marikina,True,5.0
c2dt,Pancake House - S&R Shaw,American,4.9,371,Mandaluyong City,True,4.9
c2ep,Taj Mahal Restaurant - Berkeley Square,Filipino,0.0,0,Quezon City,False,
c2eu,S.A.L.O - SM City North EDSA,Filipino,4.9,121,Quezon City,True,4.9
c2ju,Burgoo - Vista Mall,American,5.0,64,Taguig City,True,5.0
c2uw,Libertea Milktea - Commerce Avenue,Milk Tea,4.9,615,Muntinlupa City,True,4.9
c2zr,Mondae Australian Yogurt - Gen. Kalentong,Desserts,5.0,166,Mandaluyong City,True,5.0
c30e,Pasta Creazione - 634 Lacson Street,Pasta,0.0,0,Manila,False,
c31t,Red Ribbon - Mactan Santo Nino,Cakes,5.0,336,Lapu-Lapu City Cebu,True,5.0
c32g,Master Buffalo - Barangka Drive,Chicken Wings,5.0,1627,Mandaluyong City,True,5.0
c3ai,Sebkin Sisigan - Tramo Street,Sisig,5.0,1220,Pasay City,True,5.0
c3bs,Chai Wan Milk Tea Bar - J Borromeo Building,Milk Tea,5.0,105,Cebu City,True,5.0
c3bw,Tah-Mee - SM North Annex,Desserts,5.0,15,Quezon City,True,5.0
c3cm,Daily Cuppa - Diamond Street,Takoyaki,5.0,1111,Marikina,True,5.0
c3dn,Tuna Express Kamayan Grills - Ecoland Drive,Seafood,2.6,52,Davao City Davao Del Sur,True,2.6
c3g0,Sip & Savor - Jaycee Ave,Burgers,4.4,73,Koronadal South Cotabato,True,4.4
c3gb,Mamita's Pizza - MP Yap Street,Pizza,5.0,69,Cebu City,True,5.0
c3hv,Mang Inasal - Puregold FTI,Chicken,5.0,3891,Taguig City,True,5.0
c3hy,Oishi Batchoi - Festival Mall,Japanese,5.0,74,Muntinlupa City,True,5.0
c3jr,Mang Binatog - SM Megamall,Filipino,5.0,196,Mandaluyong City,True,5.0
c3kj,Cafe France - Zeta Building,Sandwiches,5.0,299,Makati City,True,5.0
c3pp,Super Chicken Tenders - Pasay,Chicken,4.9,1703,Pasay City,True,4.9
c3qk,Katsu Curry House - TSL Building,Japanese,4.8,1246,Quezon City,True,4.8
c3ql,Crisostomo - Blue Bay Walk,Filipino,5.0,108,Pasay City,True,5.0
c3t9,Baked Sushi by Nessa - Manhattan Parkway,Sushi,4.9,397,Taguig City,True,4.9
c3tb,Boomdogs - Lab Serendra,American,0.0,0,Taguig City,False,
c3u0,Gerry's Grill -  Robinsons Malolos,Filipino,5.0,564,Malolos Bulacan,True,5.0
c3vj,Dot Coffee - Mind Museum BGC,Coffee,4.9,73,Taguig City,True,4.9
c3wd,COAST CAFE - Matina Aplaya,Filipino,0.0,0,Davao City Davao Del Sur,False,
c3xk,Krispy Kreme - Petron-Roxas,Donut,5.0,1090,Pasay City,True,5.0
c3yn,Ted's Oldtimer Lapaz Batchoy - Festival Mall,Soups,5.0,349,Muntinlupa City,True,5.0
c3ys,Amarri's Kitchen - Taguig,Chicken,0.0,0,Taguig City,False,
c3zb,Ikkoryu Fukuoka Ramen - Rockwell,Ramen,5.0,404,Makati City,True,5.0
c40q,Tasty & Healthy Bowls - Bagong Ilog,Rice Bowl,4.9,243,Pasig City,True,4.9
c41j,Red Box Cakes and Pastries - Mintal,Cakes,5.0,24,Davao City Davao Del Sur,True,5.0
c4bj,"Italian Pizzeria, Burgers, Wings, Pasta & Rolls by Crave & Chill",Pasta,4.5,97,Manila,True,4.5
c4bj,Sushi Meets Pasta - Biak na Bato,Pasta,4.4,96,Manila,True,4.4
c4dd,Melonpan Ice - Robinsons Magnolia,Ice Cream,5.0,24,Quezon City,True,5.0
c4dj,Chicago Flame Dog - Robinsons Magnolia,American,4.9,220,Quezon City,True,4.9
c4eg,Calda Pizza - Rosedale Building,Pizza,4.8,215,Cebu City,True,4.8
c4eq,An'dale - Vibo Place,Chicken,0.0,0,Cebu City,False,
c4u4,Akibara Coffee & Tea - Ramos,Coffee,5.0,24,Cebu City,True,5.0
